500 3 1
0.39730024857028756 0.5395972769992281 0.19984351071991746 1
0.4391413584051495 0.9184541900575811 0.30201406972152056 0
0.21961879374208407 0.06340492261383321 0.2459023683780761 1
0.10465057044673517 0.3151306781602912 0.1825735921459215 1
0.8293271988577209 0.026064060856680272 0.9415541662389213 0
0.3427217861830497 0.4446385582950598 0.23590725890540867 1
0.9350384725085604 0.7498089109053343 0.07151599054082691 0
0.3117218908447136 0.22484645425456104 0.11985640351814497 1
0.5586539666987681 0.02467828487161485 0.5512045658965441 0
0.015628445317604368 0.016670213774569474 0.15028321093869845 1
0.8048556515578176 0.9448265216712114 0.2802129342513814 1
0.12180873962330341 0.23246909542362265 0.09021759039914601 1
0.32112427393944687 0.1829284802730342 0.2415063280367619 1
0.7790702859415362 0.36982736301907315 0.16304352209274264 0
0.3636597027092707 0.9639333427032344 0.23817178154602922 0
0.33183164144081045 0.3321073853905164 0.16256879276076486 1
0.5391676161103904 0.5073012344367506 0.8121738074495853 0
0.21413542975806 0.051183500438462384 0.15715962457016708 1
0.41465796312288977 0.330434720272473 0.9278872955091997 0
0.9213711324564067 0.9997543173471171 0.9893417039814969 0
0.4722519831842634 0.4900706640209722 0.7072905121479016 0
0.24484654431704644 0.12463065517205782 0.05892030350083455 1
0.040576688203575094 0.269592739258974 0.609622792298657 0
0.03814875698970575 0.8184928111415427 0.6973583260321352 0
0.2077942629928163 0.3420956188092329 0.6427885789437945 0
0.37541089744980416 0.20688371153645307 0.006352864621356646 1
0.49202415565580726 0.1946651213711025 0.16585927438355552 1
0.33879900444982913 0.242679906117573 0.11872354864265733 1
0.1927768351414645 0.2651667079965562 0.12700669539874132 1
0.8227731583471488 0.7374475367828276 0.7025835558936149 0
0.43577215426490934 0.4616589129813051 0.19647053370770495 1
0.37056578067595947 0.8686845115003987 0.1019994511082497 0
0.777029393210453 0.40458683578249255 0.19979677826287046 0
0.005877768533341587 0.05960692120343571 0.17876621435551876 1
0.878300617877162 0.9574424517670923 0.26015988679550217 1
0.9555951815021733 0.42393316006788984 0.9966153438195441 0
0.22667890327104567 0.016130158012268934 0.14181435194259973 1
0.41935018520090095 0.11901238128216071 0.24081933505114153 1
0.3493427543569998 0.412318325771749 0.1497498869729723 1
0.7894276568310608 0.18795516635111884 0.6619081830054465 0
0.9584727424001309 0.6014714387021209 0.7521479805173659 0
0.9641611504347634 0.9766592965436613 0.8841015446236297 0
0.053485335164268656 0.3269062112419002 0.8910459781532124 0
0.7489029862872583 0.8592333933904982 0.44431728000389725 0
0.39975069947703823 0.4849876886700077 0.23679186413954048 1
0.3258645731554377 0.19368224713911442 0.7311416419664625 0
0.5441067514303679 0.99479715536235 0.3560340841492273 1
0.11452780938521312 0.06935447805213765 0.0185965718964022 1
0.12746428921916797 0.0025147661494234084 0.02186559286784249 1
0.4276109782585681 0.3034806848397132 0.5606737692376221 0
0.10178989154650475 0.49743843402937615 0.505361423152115 0
0.35058158003315687 0.3921503521251928 0.04970905188043506 1
0.36830475084445113 0.19817665953595576 0.22512851980035076 1
0.11645260683626057 0.06094581737895517 0.158713081318263 1
0.22499338836420435 0.1107967172559512 0.21057673614420694 1
0.3796480494842869 0.5605550976422616 0.22893243781704528 1
0.47195407923972155 0.5712143280452728 0.01924871090110236 1
0.5958971360041939 0.562600509460677 0.5931204010031904 0
0.22641116148605392 0.37279993606467277 0.23751026835347364 1
0.27963785815654374 0.15474481154069428 0.2152196294565243 1
0.4934712368268316 0.19694028492354318 0.20634679610399917 1
0.796007018510005 0.6574896669077681 0.6660062956129918 0
0.16343278388158677 0.03682783997402961 0.584072453318638 0
0.7699154220134673 0.6018264518118516 0.40633430388566955 0
0.7768502988328881 0.34112520045012695 0.417266605664799 0
0.5002099918906707 0.9500686994076746 0.7400405988008222 1
0.927803814336446 0.6464581095066851 0.3255402158495144 0
0.49050334778974836 0.09486479930824832 0.0025117346882084224 1
0.5804129328413339 0.29956521198137925 0.5278971717412196 0
0.46191874780599385 0.8643089603227334 0.12910099646291928 0
0.3978546743240551 0.45603344010495406 0.13985897516270107 1
0.3864649766715057 0.8547177299452711 0.5406855295729472 0
0.4705833863148598 0.3312055298285439 0.23668798473997574 1
0.2784762474994823 0.04436112877207874 0.23708844478536673 1
0.8037880008833055 0.7400850290059378 0.42067349483266286 0
0.09120280836222765 0.1558391525219803 0.82675993542911 0
0.0014521093769675809 0.19815541185511468 0.7548533115088717 0
0.30429861043300144 0.4344930710482748 0.14351213333467783 1
0.6688530766738133 0.37867867433340086 0.4036407123462733 0
0.009587652526000134 0.6011381592030022 0.5617269904369526 0
0.5685786811812629 0.5023839627872444 0.2661125003115835 0
0.4952324045369846 0.024881820165191117 0.2458190202308134 1
0.27966611027723953 0.026174504347678873 0.160713978856028 1
0.370081318410744 0.2713941358974683 0.21871397092118117 1
0.09490914462804607 0.7690659228556787 0.41225226633411527 0
0.043550634630483476 0.012920510610794267 0.11320936657352165 1
0.27767483522062475 0.3604414869650484 0.20480018256834498 1
0.08320325086719382 0.4125919915246351 0.9466042546585729 0
0.4644947066802779 0.32173217764202644 0.07892070221716196 1
0.0767521164050291 0.13725249567469353 0.1633093270442859 1
0.09367933347782112 0.44448437750499015 0.2447227006672006 1
0.5053848248840331 0.930629095112408 0.9701597891688678 1
0.3233712402109109 0.023901980111463404 0.1938277008018071 1
0.13863971751117976 0.43279185432187417 0.2825659701484807 0
0.0969007047679585 0.3246645024152944 0.25201211225525944 0
0.06600111023646216 0.4617085897131715 0.24847814483264252 1
0.7646082815518135 0.9415159859857962 0.2713435457799772 1
0.19474742244576673 0.46800394379869237 0.49420633928668145 0
0.3876684663530212 0.31415990312283526 0.017155066881076264 1
0.27947153784400225 0.07690426292307588 0.10286412064986838 1
0.18808097516948963 0.7744564951114135 0.13031674897626666 0
0.4229698021991637 0.912261393217174 0.2444137231439555 0
0.010085882267195334 0.03856708619489737 0.03850294001765544 1
0.36611947603364603 0.04662026176302394 0.08916481710024582 1
0.3188072564236831 0.09930241207175303 0.06617956004398862 1
0.6514518356894694 0.2007459652422834 0.6318529603188494 0
0.4889053869860483 0.29084428689836095 0.2000363944344615 1
0.18930323826890624 0.0001300282308752898 0.2012798783902101 1
0.6368477361895257 0.08695751088764396 0.1420866353920014 0
0.7987075753468015 0.025850376166102328 0.49621182964154453 0
0.3440882321192351 0.3316696021883791 0.4977061226729795 0
0.21503178772785195 0.6932857466906203 0.49342434430181437 0
0.23481657153449217 0.9387159055579213 0.591698935936958 0
0.3133342366442865 0.2905389957183118 0.6618170417503747 0
0.23164305143324712 0.7455981787758587 0.236232874137853 0
0.4160746150551643 0.5546978631957554 0.8441865508183625 0
0.7116595896112331 0.9157997920325902 0.5774863794793847 0
0.7776819362986107 0.6089747518565364 0.5039208047562707 0
0.4419145838543974 0.47563951612371025 0.03823091277525128 1
0.8601055262519871 0.8002349415420197 0.4234627284837562 0
0.37128519463742127 0.32460011533368494 0.2526430552814005 0
0.6981453517084434 0.3568195658143849 0.4249004957903342 0
0.489416632747287 0.19677437860068325 0.1753629701095717 1
0.36412936317574185 0.08763939963423537 0.024810138151639995 1
0.36208137956967124 0.4136149631465564 0.1606062672132832 1
0.03307719429684184 0.29559540013257246 0.1662337721759377 1
0.17606310148708415 0.0735469939019322 0.1717275438641862 1
0.6557969336290151 0.7545501148838863 0.1322265937585002 0
0.22882671253103593 0.20114410332767108 0.04555686914809787 1
0.4146903777131682 0.8120327779918487 0.5760449776644575 0
0.7295624742302522 0.2247936061996012 0.9998553609030413 0
0.4566857721583325 0.4541531192281226 0.42333548007646 0
0.3416837951037077 0.29669073137848817 0.9726783575562024 0
0.2150517288784375 0.19320614422753887 0.1949685580849505 1
0.4520304663871496 0.9972835851848496 0.7104850818413295 0
0.4089407636132344 0.06306759972986793 0.0645518571016922 1
0.4080896784491005 0.10249742588289826 0.04599287394564677 1
0.1852192638939616 0.14430063577579216 0.1956745247777455 1
0.13930562100686084 0.15657543652226255 0.14446019127830967 1
0.4038161221285068 0.001109368949957812 0.21560841520125007 1
0.02389608336288873 0.6830705923085667 0.19513494452874625 0
0.262486592466312 0.16999440181464748 0.20623558150661606 1
0.07790506848292508 0.6099957531499456 0.24013233449173121 1
0.4486895209725983 0.25386443847457213 0.11212981936099342 1
0.748142095551974 0.17544558187302908 0.13968050236765428 0
0.42773382148096567 0.3582890918153777 0.1851278585462508 1
0.2947282986318025 0.6681585363609877 0.2468157534358361 1
0.6913380907204941 0.8556684418221554 0.023138235268605013 0
0.17190306149037782 0.08995065331318859 0.16710319903825854 1
0.33128238455282966 0.43144503435637416 0.12377539195910858 1
0.4198182988840006 0.4554360243447036 0.5097930607632297 0
0.17945798520677902 0.8355004464827165 0.8568956426560552 0
0.41770238841467666 0.6514178374961621 0.24809353369402967 1
0.19959786668757076 0.14530543291952344 0.24404833630105083 1
0.5352627094166239 0.771406916915601 0.949379762210725 0
0.9261761367986214 0.43410729289331973 0.34596945718268235 0
0.18318318485834792 0.128400538074286 0.10955981092891476 1
0.30144868939672376 0.14612935432531052 0.08217634927209538 1
0.13847757336486088 0.11978592172091514 0.08283882181990254 1
0.14379715492865475 0.19120111186908098 0.21427883235874523 1
0.08335034101753083 0.08261286708820599 0.005657769995499695 1
0.33136365322856765 0.060638831595871336 0.12315264670124215 1
0.49980894769947637 0.0761172494734204 0.2671056206365142 0
0.271598251158252 0.3851750641505468 0.2481537204033101 1
0.062445545640595054 0.18078644720084283 0.19557153992804377 1
0.34082792196195555 0.34971705341054876 0.17155482110855536 1
0.8085708119546438 0.9231947585641473 0.9810231070059142 0
0.6727625028225289 0.3188983447583652 0.24917023627310889 0
0.6753808938177569 0.11316986631767119 0.56844785043808 0
0.8053776769916754 0.07125688992030854 0.013770393852351237 0
0.4103862298460538 0.018485884247203634 0.12471151220163901 1
0.08164471134813747 0.0850186422303187 0.22007916534948055 1
0.6191593779349099 0.6773587280281648 0.7689553579025876 0
0.13804023763125106 0.18489444794689502 0.2315447234600864 1
